title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
New York S - Album Version Edited w/o Shoutouts,pop,Busta Rhymes,2015,66,{},"DJ Scratch, you sick for this one
Woo, come on, New York we back, Swizzy
If you from New York, stand up, right now
If you from New York, stand up, right now
Get it up, get it up, get it, get it, get it up
Get it up, get it up, get it, get it, get it up
Get it up, get it up, get it, get it, get it up
Get it up, get it up, get it, get it, get it up
Yeah, yeah, I'm on my New York shit
Hat to the back on my New York shit
Yeah, I'm on my New York shit
Tims with the shorts on my New York shit
I'm on my New York shit
Ridin' on the train on my New York shit
Burner in the club on my New York shit
Razor in my mouth on my New York shit
Yeah, I'm on my New York shit
Got the world followin' the New York script
Hustle with Tims and hoodies on my New York flip
Rubber band stack money with my New York click
Yeah, I'm on my New York shit
I rep the Giants, the Jets, New York Knicks
Tailor-made clothin' with my New York stitch
My chick bangin', don't you see my New York bitch
Yeah, I'm on my New York shit
You niggas know we deserve the props we get
Ridin' up in the range, I'm in my New York whip
International chicks on my New York dick
Yeah, I'm on my New York shit
See how I kill it with my New York spit
The way I flood I'm thorough with my New York hits
If you from New York, stand up, right now
If you from New York, stand up, right now
Get it up, get it up, get it, get it, get it up
Get it up, get it up, get it, get it, get it up
Get it up, get it up, get it, get it, get it up
Get it up, get it up, get it, get it, get it up
Yeah, yeah, I'm on my New York shit
Kid Capri on my New York shit
DJ Red Alert on my New York shit
Funkmaster Flex on my New York shit
Woo, I'm on my New York shit
B.I.G. on my New York shit
Big Pun on my New York shit
Jam Master Jay on my New York shit
BVD's and du-rags, nigga
Stand on the corners, God build on five percent lessons
Got a nickel crack, hand on hand, niggas
On a hustle rebellin', while the D's calculatin' who sellin'
Sell drugs right in front of the deli
Pancho know what we doin'
And while we bubblin' our corner be brewin'
Introduce you to the new walk nigga and the new talk nigga
That's how we do when we in New York, niggas
Yeah, yeah, I'm on my New York shit
Every hood love me for my New York skill
I got a lot of money on that New York strip
Gully rock a scully with a New York fit
Yeah, I'm on my New York shit
Run up in The Tunnel, catch a New York vick
O.D.B. reppin' New York sick
Shit, you want the truth, take a New York trip
If you from New York, stand up, right now
If you from New York, stand up, right now
Get it up, get it up, get it, get it, get it up
Get it up, get it up, get it, get it, get it up
Get it up, get it up, get it, get it, get it up
Get it up, get it up, get it, get it, get it up",2238853,en,en,en
These Are The Days Of Our Lives,pop,Petula Clark,2015,30,{},We are not in a position to display these lyrics due to licensing restrictions. Sorry for the inconvinience,1527996,en,en,en
Yea Im Strezzed,pop,Girls Rituals,2022,95,{},"[Verse]
Women can tell I'm stressed so they try to fuck me
I don't mind being stressed but yeah you can fuck me
I don't even wanna fucking say what
It's like everything we do is just everything we do
And it flows like a river
It moves like a stream
It kills everything in its path
Yeah I know it
Yeah why the fuck would you be suicidal
In a culture that worships an Idol of Death?
Yeah I know it's true
Yeah I fucking live it, how about you?
Every fucking day since 2002
Couldn't get help at a hospital, nevеr could too, but
But we got our lives
But we got our jobs
But wе got our wi-fi password
And I'm living with a weed store on every block
While the homeless people in the neighborhood get shot",7594237,en,en,en
Blue,misc,avocados n vespas,2021,40,"{""​avocados n vespas""}","[Verse 1: VespOdd]
I’m sorry
That I’m a wreck
I’m trying to
Stop being so blue
But you
Are making me feel worse
It’s just you and your curse
It’s time to let me go
Because I need to know

[Chorus: VespOdd]
Is there an end to feeling blue?
Is it true, can you feel it too?
I really don’t know what to do
Who else could I run to?

[Post-Chorus: VespOdd]
When I’m feeling blue

[Verse 2: laci’s avocados]
I didn’t want it to come to
The feeling of the color blue
The people I try to be nice to
Always end up being rude
I don’t like the miserable feeling
Of cryin' and starin' at the ceiling
But sometimes you kinda have to
In order to express that feeling that is blue
I don’t know about you
But I wanna be twenty-two
When you are a little bit older
People aren’t as mean, but hearts get colder
You have less people to please
Who gives a fuck about popularity?
[Chorus: VespOdd, laci’s avocados]
Is there an end to feeling blue? (Can’t see the end)
Is it true, can you feel it too? (I feel it too)
I really don’t know what to do (What do I do?)
Who else could I run to? (Who?)

[Post-Chorus: VespOdd, laci’s avocados]
When I’m feeling blue (Oh so blue)

[Outro, Spoken: laci’s avocados, VespOdd]
Do you want the song to be about
Feeling blue or the color blue?
Feeling blue!
Ok, hahah",7338021,en,en,en
Priceless Vices,pop,The Rocky Fortune,2015,23,{},"I was a cowboy in the wild west
I rode for ninety days without a rest
A swig of whiskey and a thought of you
Were the only things that got me through

You'll be with me wherever rivers roll
You'll be with me wherever wind still blows

I was a pilot in a world war
Taking fire off a foreign shore
A cigarette and photograph of you
Were the only things that got me through

You'll be with me wherever rivers roll
You'll be with me wherever wind still blows

I was a singer in a touring band
With nothing going quite the way I planned
A pint of beer and then a call to you
Were the only things that got me through
You'll be with me wherever rivers roll
You'll be with me wherever wind still blows",1685751,en,en,en
BlueStrips Feat. Trapstardice,rap,BPB Milano,2020,17,{Trapstardice},"(Hook)
(BPB Milano)

Blue strips, that’s a nigga really need
You be talkin out your neck nigga
I keep it g
Talkin hella hood, you ain’t know shit bout the streets
I’m a real nigga, I got my shooters in the back seat


(Trapstardice)

I be gettin stacked up all my niggas gettin hundreds
Bitch I’m all about a bag all these other people bummin
I don’t care bout the price if I want it ima cop it
They be hatin on the low pussy niggas out of pocket
I was only 13 I was mobbin the rocket
They be hatin on the low cause they know that we the topic
I be all about a bag gettin dough like cabbage
I ain’t 21 Bitch !
But you know that I’m a savage
Mobbing through the city, I ain’t ever show no pitty
Put my 2 cents in, I’m a pimp like 50
Shout out to your Bitch, cause she sayin that she miss me
She be suckin on my sick while I’m rubbin on her titties
Trapstardice Bitch you know I’m never stressing
I be tokin on this blunt while I’m toadin on my Wesson
I ain’t worried bout a bitch cause the money keep comin
I don’t mind it if it’s green, but you know I love my

(Hook)
(BPB Milano)

Blue strips, that’s a nigga really need
You be talkin out your neck nigga
I keep it g
Talkin hella hood, you ain’t know shit bout the streets
I’m a real nigga, I got my shooters in the back seat

(BPB Milano)

Big bandz, big strips, nigga never stressin
Pull up with that 40 nigga, keep it smith and Wesson
Talkin down on my gangster nigga come and test it!
Pull up rob your house and you know that I stay faceless
No face no case , nigga what you sayin?
Pull up with that glizzy nigga, we ain’t playin
No face
No case
No trace
Jose?
Who you say?
Bitch I’m Milano that’s all I gotta say!
Walkin on BlueStrips
Bitches is clueless
Rob a nigga and I’m gonna leave that nigga shoeless
Who this? Focus, make you disappear hocus pocus
Yeah these niggas actin hard but we kno they ain’t about it
They wanna throw up the hood but nigga I ain’t allow
Go back to cleanin and get your allowance
Yeah these niggas ain’t kno nothing about true trappin
Can’t trust no nigga that’s why a young nigga stay packin’
Try some funny shit, we gon be flu flammin
I keep I real you niggas faker than plastic
No lie, my bars be fantastic
Fuck with me nigga, it’s gon be tragic
I’m gettin this money , your bitch think it’s magic
Niggas want a bitch with big ass and titties
I just want the bread, the hundreds and fifties

(Hook)

Blue strips, that’s a nigga really need
You be talkin out your neck nigga
I keep it g
Talkin hella hood, you ain’t know shit bout the streets
I’m a real nigga, I got my shooters in the back seat",5397083,en,en,en
Hell Oh,pop,The Swirling Eddies,1989,113,{},"[Intro]
Hello

[Verse 1]
Hello, is anyone here?
You don't get the picture
Hell glows bright and clear
And I'm just a cynic
Talking about a white-bleached sepulchre
I'm bringing ants to your picnic
They're feeding on a dead man's bones
Countdown to tribulation
Oh, oh, oh, oh

[Verse 2]
Hello, isn't it clear?
Have I failed to tell you?
Heaven is oh so near
There once was a cynic
Who talked about a white-bleached sepulchre
I'm the bee at your picnic
Who stung you 'til you had to run home
Countdown to occupation
Oh, oh, oh, oh, oh
[Verse 1]
Oh, oh, oh, hello, is anyone here?
You don't get the picture
Hell glows bright and clear
And I'm just a cynic
Talking about a white-bleached sepulchre
I'm bringing ants to your picnic
They're feeding on a dead man's bones
Countdown to salvation
Oh, oh, oh, oh

[Outro]
Hello
(Is anyone here?)
Hello
(Is anyone here?)
Hello
(Is anyone here?)
Hello
(Is anyone here?)",1133327,en,en,en
​all the time,rap,kmoe,2020,402,"{​polearm,​kmoe}","[Intro: kmoe]
I will give you everything you need
If you give me everything I need
(k-kmoe)
I will give you everything you need
If you give me everything I need

[Chorus: kmoe]
If I could give you all the time
Be there all the time
With you all the time
If I could have a press rewind
Go back
Back back back before
If I could give you all the time
Be there all the time
With you all the time
If I could have a press rewind
Go back
Back back back before
[Verse: polearm]
I don't know if I even love myself
My head has been vacant
I’ve lately been watching my brain collect dust on the shelf
I never said I never needed help
I think 'bout the times that we had
And I hope that without me you're doing well
I hate that I’m feeling romantic because I know that she's only feeling the tension
I'm feeling pathetic (eomk)
I know that's not even a question
Fucking with you ain't a habit and I know it's more like a twisted profession
I don't ever have enough time to myself and you're just a mindless distraction

[Chorus: kmoe]
If I could give you all the time
Be there all the time
With you all the time
If I could have a press rewind
Go back
Back back back before
If I could give you all the time
Be there all the time
With you all the time
If I could have a press rewind
Go back
Back back back before
[Bridge: kmoe]
I will give you everything you need
If you give me everything I need
I will give you everything you need
If you give me everything I need
I will give you everything you need
If you give me everything I need
I will give you everything you need
If you give me everything I need
I will give you everything you need
If you give me everything I need

[Chorus: kmoe]
If I could give you all the time
Be there all the time
With you all the time
If I could have a press rewind
Go back
Back back back before
If I could give you all the time
Be there all the time
With you all the time
If I could have a press rewind
Go back
Back back back before",6232621,en,en,en
The Soldiers At Lauro,misc,Spike Milligan,2013,17,{},"Young are our dead
Like babies they lie
The wombs they blest once
Not healed dry
And yet - too soon
Into each space
A cold earth falls
On colder face.
Quite still they lie
These fresh-cut reeds
Clutched in earth
Like winter seeds
But they will not bloom
When called by spring
To burst with leaf
And blossoming
They sleep on
In silent dust
As crosses rot
And helmets rust.",138015,en,en,en
We come together ft. sakhile moleshe fishy beat radio edit,pop,GoldFish,2015,60,{},"Hold on we brave the waves don't fall
When the sheriff's got your back against the wall
You'll become a slave if you fear to brawl
That's why we crave to conquer all
You can catch us switching lanes at the break of dawn
When the rebel spirit answers to my call
When the magic from within is released reborn
That's why we crave to conquer all
O o when we come together
No matter the weather
We gonna love each other till the end of time WO O O
Till the end of time WO O O
Are you ready to face the eye of the storm
When the planets are enraged can you stay calm
Will you find your way when you've strayed to far
Whether the distance is great or small
I can show you the way if you gaze at the stars
When the universe leaves all the gates ajar
Whether I'll be there is no question at all
I could not escape the vortex to which we are drawn
O o when we come together
No matter the weather
We gonna love each other till the end of time WO O O
Till the end of time WO O O
We gonna rock the party automatic we gonna get naughty yeah
We gonna rock it drop it till the morning there'll be no stopping yeah",2006842,en,en,en
Caught Up In Your Presence,pop,Planetshakers,2020,2237,{},"[Intro]
Woah, woah, woah, oh-oh
Woah, woah, woah, oh-oh

[Verse 1]
Nothing else compares
To being here with You, my God
You are everything to me
Being face to face
Feeling Your embrace, my God, my God

[Chorus]
All I want is You
To be lost forever
Caught up in Your presence
All I want is You
It's me and You forever
Jesus, in Your presence

[Interlude]
Woah, woah, woah, oh-oh
[Verse 2]
I can feel Your love
Washing over me, my God
You are everything to me
I can hear Your voice
Singing over me, my God, my God

[Chorus]
All I want is You
To be lost forever
Caught up in Your presence
All I want is You
It's me and You forever
Jesus, in Your presence
All I want is You (All I want is You)
To be lost forever
Caught up in Your presence
All I want is You (All I want is You)
It's me and You forever
Jesus, in Your presence

[Interlude]
Woah, woah, woah, oh-oh
Woah, woah, woah, oh-oh

[Bridge]
It's not about what I've been through
It's all about who You are
I wanna be lost in Your presence
Forever, with You
It's not about what it looks like
It's all about who You are
I wanna be lost in Your presence
Forever, with You
It's not about what I've been through
It's all about who You are
I wanna be lost in Your presence
Forever, with You
It's not about what it looks like
It's all about who You are
I wanna be lost in Your presence
Forever, with You
[Chorus]
'Cause all I want is You (All I want is You)
To be lost forever
Caught up in Your presence
All I want is You (All I want is You)
It's me and You forever
Jesus, in Your presence

[Outro]
Woah, woah, woah, oh-oh
Woah, woah, woah, oh-oh",5685976,en,en,en
Hollow,pop,Kirt Lind,2017,30,{},"[Verse 1]
'Cause it's all I can think about
And it just seeps into my brain
What can I do
That will keep that place hollow

[Verse 2]
Just gimme some kind of distraction
I don't wanna take any kind of action
What can I do
That will keep that place hollow

[Chorus]
Ooooooh oooooooooh
That will keep that place hollow
Ooooooh oooooooooh
That will keep that place hollow",3074820,en,en,en
Hail Mary,rap,Young Biscotti,2016,243,{},"[Chorus]
Oh Jesus
Holy Mary, Mother of God
Pray for us sinners
You coming for me I’ll make you my dinner
Bisco declare, bisco declare, bisco declare
Bisco the bisco the bisco declare

[Verse 1]
Bisco declare, I might declare it a holiday
Halloween voices, you better beware
Look at these burdens I bear
Look at the ones that I carry
Look at the city I put on the map
So that these young fugazis can live off the shit they call rap
I break the salary cap
Words from my mama could never get through to me ohh
Never get through to me never the never the never AUGH
Never get through to me boy
How you expect to get through to me
This is a gated community boy
Don't go ‘round acting so foolishly
You'll have me reading your eulogy
You'll have me wearing your head like some jewelry
You'll have me begging the lord for impunity boy
Jokes
Young Biscotti, so Maserati
I keep it organic, not catching no bodies
Attention all on me
Got your girl call me papi
I don’t ask for favors
I pick up the ball when you fumble
Bitch better know that I see when you stumble
Bisco the king of the jungle AUGH
Bisco the king of the jungle

[Chorus]
Oh Jesus
Holy Mary, Mother of God
Pray for us sinners
You coming for me I’ll make you my dinner
Bisco declare, bisco declare, bisco declare
Bisco the bisco the bisco declare

[Verse 2]
Boy YB and the B is for business
Who rap like me better beg for forgiveness
(Forgive and forget)
Never live in the future
But live in the past and I never forget
(Never forget)
Who slept on me
I’m a D-League star
Me and Jimmer Fredette
(Jimmer Fredette)
Jimmy G Buckets
The G is for get out my way
We bout to stir up some ruckus
I’m Alexander the Great, I’m on top of my throne
They carve my likeness right into the stone
You can call me Augustus
Pray that I spare you dawg, pray that I show you some justice
(Pray that I spare you, Pray that I pray that I spare you
These foolies better pray)
Pray that I don’t kill the game anymore
Pray to the lord
[Chorus]
Oh Jesus
Holy Mary, Mother of God
Pray for us sinners
You coming for me I’ll make you my dinner
Bisco declare, bisco declare, bisco declare
Bisco the bisco the bisco declare",2430826,en,en,en
Hacker Wars V2.0,rap,YTCracker,2017,852,{},"We run the gamut - freedom fighters, griefers, bandits
Hackers, spammers, phreakers gambit just how far back they can ram it
Some do damage from the pulpit claim they lead and they're the culprit
Others do it from the shadows switching handles when convenient secret treatment
Question our agenda, troll or internet defender?
Tango down, a packet sender going on a DDoS bender
Who intend to take a stand drawing lines in the sand
In them silicon wafers and them fiberoptic cables

Trace enabled pick a side - more than two no black and white
Shades of gray its more like 50 kinky gifted play the system swiftly
Moving in and out and under groups to keep it undercover
Governments then wonder how to follow em like thunder
So agents of the state coordinate attacks against their own
And other teams compete against each other trying to take the throne
Motivations differ so the victory conditions shift
Battleground: the internet - fighting with our fingertips

[Hook]
Hacker wars - were engaged in a bit of them hacker wars (hacker wars)
Hacker wars - conflicting over broadband and data stores (hacker wars)
Hacker wars - were engaged in a bit of them hacker wars (hacker wars)
Hacker wars - the stakes are high and its a crime just to play on the course
Old spaghetti Western good bad ugly pick your poison
And each one makes their noise in different ways so let them boys in
Every system every outlet every avenue of avarice
The mavericks of information face off with the candidates
And cameras are there to document the struggle live in person
Take a peek behind the curtain situations worse than
Anything the casuals and NPCs could dream of
'cause this team of brilliant bastards go on tearing the whole scene up

Journalists in media don't buy what they are feeding ya
Depleting ya of truth because of influential groups
They don't wanna lose their access so they don't care what the facts is
Let alone reporting pieces they don't preach nor do they practice
Let the hackers be the source of breaking news by breaking in
To every system every outlet let me say it once again
So those hackers with the badges keep their jobs and stay employed
On that hacker war perpetual deep into the void",3135381,en,en,en
Love Dont Live Here Anymore Marks Its a Boy Dub,pop,Madonna,1996,9,{},"[Chorus]
Love don't, love don't, love don't...
Love don't live here
Love don't live here anymore
Love don't live

[Verse 1]
When you lived inside of me
There was nothing I could conceive
That you wouldn't do for me

[Chorus]
Love, live, love, live
Love don't live
Love don't live here anymore
Love don't live here anymore
Love don't live
Love don't live
Love don't live here anymore
Love don't live
Love don't live
Love don't live here anymore
Don't live here anymore",6571975,en,en,en
I Will Have that Power,pop,Hard creation,1999,361,{},"Exterminate [4x]
Destroy
[2x]

Exterminate, destroy [4x]
Exterminate
BASS !

Exterminate [4x]
Destroy
Exterminate, destroy [4x]

Exterminate [4x]
Destroy

Exterminate,Destroy [4x]

You turn if you want to, the lady's not for turning
I move by psycho-kinetic power
There is no such thing as society
No, no, no !
Exterminate [5x]
Exterminate, destroy [4x]
Exterminate
I move by psycho-kinetic power
There is no such thing as society
No, no, no !
Exterminate, destroy

Nothing, absolutely nothing must delay this all-glorious project
One species must survive above all others, and to do so it would set me above the Gods
And through the daleks, I WILL HAVE THAT POWER !
POWER !
I will have that power !

BASS !

Exterminate [5x]
I move by psycho-kinetic power
There is no such thing as society
No, no, no!
Exterminate, destroy

Nothing, absolutely nothing must delay this all-glorious project
One species must survive above all others, and to do so it would set me above the Gods and through the daleks
I WILL HAVE THAT POWER !

Exterminate [3x]",2044935,en,en,en
Sailing to Philadelphia,rock,Mark Knopfler,2000,29478,"{""James Taylor""}","I am Jeremiah Dixon
I am a Geordie boy
A glass of wine with you, sir
And the ladies I'll enjoy
All Durham and Northumberland
Is measured up by my own hand
It was my fate from birth
To make my mark upon the earth

He calls me Charlie Mason
A stargazer am I
It seems that I was born
To chart the evening sky
They'd cut me out for baking bread
But I had other dreams instead
This baker's boy from the west country
Would join the Royal Society

We are sailing to Philadelphia
A world away from the coaly Tyne
Sailing to Philadelphia
To draw the line
The Mason-Dixon Line
Now you're a good surveyor, Dixon
But I swear you'll make me mad
The West will kill us both
You gullible Geordie lad
You talk of liberty
How can America be free
A Geordie and a baker's boy
In the forests of the Iroquois

Now hold your head up, Mason
See America lies there
The morning tide has raised
The capes of Delaware
Come up and feel the sun
A new morning has begun
Another day will make it clear
Why your stars should guide us here

We are sailing to Philadelphia
A world away from the coaly Tyne
Sailing to Philadelphia
To draw the line
The Mason-Dixon Line
The Mason-Dixon Line",657726,en,en,en
Everybodys Waitin for The Man with the Bag,pop,Kay Starr,1950,7351,{},"Old Mr. Kringle is soon gonna jingle
The bells that'll tingle all your troubles away
Everybody's waiting for the man with the bag
'Cause Christmas is coming again
He's got a sleigh full, it's not gonna stay full
Stuff that he's droppin' every stop of the way
Everybody's waiting for the man with the bag
'Cause Christmas is coming again

He'll be here
With the answer to the prayers that
You made through the year
You'll get yours
If you've done everything you should extra special good
He'll make this December the one you'll remember
The best and the merriest you ever did have
Everybody's waitin' for the man with the bag
'Cause Christmas is coming again

Old Mr. Kringle is soon gonna jingle
All the bells that'll tingle all your troubles away
Everybody's waitin' for the man with the bag
'Cause Christmas is here again
He's got a sleigh full, and it's not gonna stay full
Got stuff that he's dropping every stop of the way
Everybody's waiting for the man with the bag
'Cause Christmas is here again

He'll be here
With the answer to the prayers that
You made through the year
You'll get yours
If you've done everything you should extra special good
He'll make this December the one you'll remember
The best and the merriest you ever did have
Everybody's waitin,' they're all congregating
Waitin' for the man with the bag

Better watch out now!",1959331,en,en,en
Losing a Friend,rock,The Hobby,2014,34,{},"[Verse 1]
And so, lost in his thoughts
Of all the ammunition used in the war he's fought
With weapons of words, he can't undo
He tried so hard, just to be cool

But things were said, and promises made
When it comes to emotions it's never a game
But this isn't like anything that's happened before
No, this time, this is something more

[Chorus]
A conquest started, a whole war lost
It seems like nothing, but what's the cost?
To think some rivalry caused a bitter end
And this is how, to lose a friend

[Verse 2]
Anger in the purest form
And hatred sticking into the heart, like a thorn
Or a twisted knife, you can't pull out
No amount of ""sorry's"" can reverse that now
But things were great, before we started to tear
Now the future's only promise is up in the air
Feelings trailing after like a menacing cloud
Of everything you regret when your mind wasn't sound

[Chorus]
A conquest started, a whole war lost
It seems like nothing, but what's the cost?
To think some rivalry caused a bitter end
And this is how, to lose a friend

[End]
You know if I could, I'd do it all again
I'd never say those terrible things that I said to you
Then I wouldn't be in this mess
Of words spewed in anger, but I must confess

That a conquest was started, but the war was lost
It seems like nothing now, but think of the cost
Now look what's happened, what's met its' end
It's sad to say, such a price to pay, to lose a friend",2846693,en,en,en
Hello Darlin,country,George Jones,1993,535,{},"Hello Darlin'
Nice to see you
It's been a long time
You're just as lovely
As you used to be
How's your new love
Are you happy
Hope your doin' fine
Just to know it
Means so much to me
What's that Darlin'
How am I doin'
Guess I'm doin' alright
Except I can't sleep
And I cry all night 'til dawn
What I'm trying to say is
I love you and I miss you
And I'm so sorry
That I did you wrong
Look up Darlin'
Let me kiss you
Just for old time sake
Let me hold you
In my arms one more time
Thank you Darlin'
May God bless you
And may each step you take
Bring you closer
To the things you seem to find
Goodbye Darlin'
Gotta go now
Gotta try to find a way
To lose these memories
Of a love so warm and true
And if you should ever find it
In your heart to forgive me
Come back Darlin'
I'll be waitin' for you
Goodbye Darlin'...",228826,en,en,en
A Million Miles,pop,Big B & The Felons Club,2007,647,"{""Tech N9ne""}","[Verse 1: Big B]
Man life's a funny thing
The ups and downs and the... Brings
The hard aches you get from chasing your dreams
You spend your whole life trying to make it
You finally get the chance so you take it
Not realizing how much is about to change
And the consequences that come with this thang
... Thing of the past
No time to slow down cause you're moving fast
Gotta keep it moving don't know how long it will last
People saying it ain't the same as before
People thinking you ain't the same no more
But ain't nothing change, just make the call
I'll be at your door cause
True friends are friends to the very end
And don't let days come between them

[Hook: Big B]
I could be a million miles from nowhere, nowhere
But when the shit goes down I'll be right there
Whenever you need, whenever you need
You better believe I'ma be right there
I could be a million miles from nowhere, nowhere
But when the shit goes down I'll be right there
Whenever you need, whenever you need
You better believe I'ma be right there
[Verse 2: Tech N9ne]
I ran away for so long and I'm feeling sickly
On the road, in K.C. and L. A. Where my kids be
I know they miss me, while I'm out making history
... When I'm coming home it's a mystery
I'm doing shows now, but if it goes down
... Angel, they won't be given a whole cloud
Cause I can... Taking my foes down
Come around goes round, nobody knows...
When it come to my babies then I go stupid and crazy
Thinking up anything, they got so many dreams
That's why I'm the Kansas City King
... I can be a million miles away trust me
When my babies in need...
All of my family because they love me
When... Appear, I will be right there...

[Hook: Big B]
I could be a million miles from nowhere, nowhere
But when the shit goes down I'll be right there
Whenever you need, whenever you need
You better believe I'ma be right there
I could be a million miles from nowhere, nowhere
But when the shit goes down I'll be right there
Whenever you need, whenever you need
You better believe I'ma be right there
[Verse 3: Big B]
Don't let them try to tell you otherwise
Don't let them try to fill you head with those lies
I still remain the same, I don't get changed...
I wish I could be home every day, never never have to go away
But you know I can't make a living that way
Nobody knows it ain't a doing... Truly
I'm in love with this music, I got a quest to prove I'm one of the best
I refuse to give up just like the rest
Sorry, I gotta pick up with this moment
Don't worry, you gotta be strong
Cause all it takes it's one call, that's it
And I promise I'll be... Quick
Don't ever... Guss, you better believe it

[Hook: Big B]
I could be a million miles from nowhere, nowhere
But when the shit goes down I'll be right there
Whenever you need, whenever you need
You better believe I'ma be right there
I could be a million miles from nowhere, nowhere
But when the shit goes down I'll be right there
Whenever you need, whenever you need
You better believe I'ma be right there
I could be a million miles from nowhere, nowhere
I could be a million miles from nowhere, nowhere
I could be a million miles from nowhere, nowhere",1983380,en,en,en
Alone II,pop,Dead boy ali,2020,8,{Hxzard},"[Hook]
Always feel alone but I'm constantly surrounded
High up in the mountains drinking from the fountains
Behind castle walls whereabouts very far
It's top secret please don't get involved

[Verse: dead boy ali]
Unloved soldier tactical armor
If you spot us we might harm ya
We stay hidden that's the code
You've been warned you've been told
Stuck in cyber space all alone
My mind's an abyss, I can't go home
Digital world it feels so cold
Stores my thoughts and puts into code
Time keeps freezing I'm glitching real hard now
I can't see straight opps in my compound
Blades at the ready yeah i never let my guard down
You won't spot us just hear a sharp sound

[Hook]
Always feel alone but I'm constantly surrounded
High up in the mountains, drinking from the fountains
Behind castle walls, whereabouts very far
It's top secret, please don't get involved
[Verse: hxzard]
Ice dripping on my wrist like a fountain
So wet yeah standing on a mountain
Got the view yeah she's looking so astounding
Something wrong with me feel like I'm drowning
Time is wasting away
Filled with hatred
Time is wasting away
Filled with hatred
And I think I'm better off alone
Never had a home
And I think I'm better off alone
And I think I'm better off alone",5935085,en,en,en
Hate us,rap,Yung ballxr,2020,40,{},"[Chorus]
People used to hate us
Now I’m riding through the city got my pay up
Bitch I’m keep a semi wit me got my aim up
Ppl lame yuh
They gon change up
Got my aim up

[Verse]
Fr ppl used to hate now they wanna make a deal
I toldem it’s to late busy counting up the bills
Stream my sad songs hope they get you in your feels
Maybe one day There will be somebody real
Tired of the drama got me popping all these pills
Having broken hearts be the type a shit the kills
Tearing me apart damages that I can’t heal
I don’t know where to start guess I’ll chase after my mills

[Chorus]
Now I’m riding through the city got my pay up
Bitch I’m keep a semi wit me got my aim up
Ppl lame yuh
They gon change up
Got my aim up
[Verse 2]
Motivation what I need in this moment, what I need
Life just been a trip, seen some shit I can’t believe
Got so many problems, I been through so many things
Got so many questions, why this shit happen to me
All of this pain, got me falling on my knees
I been through the rain, now I’m flying wit the bees
Know I did wrong but there’s no apologies
Gotta move on there’s no point in saying please

Motivation what I need in this moment, what I need
Life just been a trip, seen some shit I can’t believe
Got so many problems, I been through so many things
Got so many questions, why this shit happen to me
All of this pain, got me falling on my knees
I been through the rain, now I’m flying wit the bees
Know I did wrong but there’s no apologies
Gotta move on there’s no point in saying please

[Chorus]
Riding through the city got my pay up
Bitch I’m keep a semi wit me got my aim up
Ppl lame yuh
They gon change up
Got my aim up
[Verse]
Fr ppl used to hate now they wanna make a deal
I toldem it’s to late busy counting up the bills
Stream my sad songs hope they get you in your feels
Maybe one day There will be somebody real
Tired of the drama got me popping all these pills
Having broken hearts be the type a shit the kills
Tearing me apart damages that I can’t heal
I don’t know where to start guess I’ll chase after my mills

Fr ppl used to hate now they wanna make a deal
I toldem it’s to late busy counting up the bills
Stream my sad songs hope they get you in your feels
Maybe one day There will be somebody real
Tired of the drama got me popping all these pills
Having broken hearts be the type a shit the kills
Tearing me apart damages that I can’t heal
I don’t know where to start guess I’ll chase after my mills",5270279,en,en,en
